GeneSymbol	GeneId	EvidenceCode	Comments	isNegative	ExternalDatabase	DatabaseLink	Phenotypes
TLR1	7096	TAS	{Leprosy, protection against}; {Leprosy, susceptibility to, 5}		OMIM	613223	leprosy
TLR2	7097	TAS	{Leprosy, susceptibility to}		OMIM	246300	leprosy
LTA	4049	TAS	{Leprosy, susceptibility to, 4}		OMIM	610988	leprosy
HPRT1	3251	TAS	Lesch-Nyhan syndrome		OMIM	300322	Lesch-Nyhan syndrome
RARA	5914	TAS	Leukemia, acute promyelocytic		OMIM	612376	leukemia
BCR	613	TAS	Leukemia, acute lymphocytic		OMIM	613065	leukemia
FERMT3	83706	TAS	Leukocyte adhesion deficiency, type III		OMIM	612840	leukocyte adhesion deficiency
ITGB2	3689	TAS	Leukocyte adhesion deficiency		OMIM	116920	leukocyte adhesion deficiency
HSPD1	3329	TAS	Leukodystrophy, hypomyelinating, 4		OMIM	612233	leukodystrophy
GJC2	57165	TAS	Leukodystrophy, hypomyelinating, 2		OMIM	608804	leukodystrophy
AIMP1	9255	TAS	Leukodystrophy, hypomyelinating, 3		OMIM	260600	leukodystrophy
POLR3B	55703	TAS	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism		OMIM	614381	Leukodystrophy
POLR3A	11128	TAS	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism		OMIM	607694	Leukodystrophy
FAM126A	84668	TAS	Leukodystrophy, hypomyelinating, 5		OMIM	610532	leukodystrophy
LMNB1	4001	TAS	Leukodystrophy, adult-onset, autosomal dominant		OMIM	169500	leukodystrophy
MLC1	23209	TAS	Megalencephalic leukoencephalopathy with subcortical cysts		OMIM	604004	leukoencephalopathy
HEPACAM	220296	TAS	Megalencephalic leukoencephalopathy with subcortical cysts 2A		OMIM	613925	leukoencephalopathy
EIF2B4	8890	TAS	Leukoencephaly with vanishing white matter; Ovarioleukodystrophy		OMIM	603896	leukoencephalopathy
EIF2B5	8893	TAS	Leukoencephalopathy with vanishing white matter; Ovarioleukodystrophy		OMIM	603896	leukoencephalopathy
EIF2B3	8891	TAS	Leukoencephalopathy with vanishing white matter		OMIM	603896	leukoencephalopathy
EIF2B1	1967	TAS	Leukoencephalopathy with vanishing white matter		OMIM	603896	leukoencephalopathy
EIF2B2	8892	TAS	Leukoencephalopathy with vanishing white matter; Ovarioleukodystrophy		OMIM	603896	leukoencephalopathy
RNASET2	8635	TAS	Leukoencephalopathy, cystic, without megalencephaly		OMIM	612951	leukoencephalopathy
CSF1R	1436	TAS	Leukoencephalopathy, diffuse hereditary, with spheroids		OMIM	221820	leukoencephalopathy
DARS2	55157	TAS	Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation		OMIM	611105	Leukoencephalopathy
HEPACAM	220296	TAS	Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation		OMIM	613926	leukoencephalopathy
SCP2	6342	TAS	Leukoencephalopathy with dystonia and motor neuropathy		OMIM	613724	Leukoencephalopathy
GBA	2629	TAS	{Lewy body dementia, susceptibility to}		OMIM	127750	Lewy body dementia
SNCB	6620	TAS	Dementia, Lewy body		OMIM	127750	Lewy body dementia
SNCA	6622	TAS	Dementia, Lewy body		OMIM	127750	Lewy body dementia
TP53	7157	TAS	Li-Fraumeni syndrome		OMIM	151623	Li-Fraumeni syndrome
CHEK2	11200	TAS	Li-Fraumeni syndrome		OMIM	609265	Li-Fraumeni syndrome
SCNN1B	6338	TAS	Liddle syndrome		OMIM	177200	Liddle syndrome
SCNN1G	6340	TAS	Liddle syndrome		OMIM	177200	Liddle syndrome
CAPN3	825	TAS	Muscular dystrophy, limb-girdle, type 2A		OMIM	253600	limb-girdle muscular dystrophy
MYOT	9499	TAS	Muscular dystrophy, limb-girdle, type 1A		OMIM	159000	limb-girdle muscular dystrophy
SGCD	6444	TAS	Muscular dystrophy, limb-girdle, type 2F		OMIM	601287	limb-girdle muscular dystrophy
POMGNT1	55624	TAS	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3		OMIM	613157	limb-girdle muscular dystrophy
ANO5	203859	TAS	Muscular dystrophy, limb-girdle, type 2L		OMIM	611307	limb-girdle muscular dystrophy
DNAJB6	10049	TAS	Muscular dystrophy, limb-girdle, type 1E		OMIM	603511	limb-girdle muscular dystrophy
LMNA	4000	TAS	Muscular dystrophy, limb-girdle, type 1B		OMIM	159001	limb-girdle muscular dystrophy
PLEC	5339	TAS	Muscular dystrophy, limb-girdle, type 2Q		OMIM	613723	limb-girdle muscular dystrophy
DYSF	8291	TAS	Muscular dystrophy, limb-girdle, type 2B		OMIM	253601	limb-girdle muscular dystrophy
TTN	7273	TAS	Muscular dystrophy, limb-girdle, type 2J		OMIM	608807	limb-girdle muscular dystrophy
FKRP	79147	TAS	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5		OMIM	607155	limb-girdle muscular dystrophy
CAV3	859	TAS	Muscular dystrophy, limb-girdle, type IC		OMIM	607801	limb-girdle muscular dystrophy
TCAP	8557	TAS	Muscular dystrophy, limb-girdle, type 2G		OMIM	601954	limb-girdle muscular dystrophy
SGCB	6443	TAS	Muscular dystrophy, limb-girdle, type 2E		OMIM	604286	limb-girdle muscular dystrophy
SGCG	6445	TAS	Muscular dystrophy, limb-girdle, type 2C		OMIM	253700	limb-girdle muscular dystrophy
POMT2	29954	TAS	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2		OMIM	613158	limb-girdle muscular dystrophy
SGCA	6442	TAS	Muscular dystrophy, limb-girdle, type 2D		OMIM	608099	limb-girdle muscular dystrophy
TRIM32	22954	TAS	Muscular dystrophy, limb-girdle, type 2H		OMIM	254110	limb-girdle muscular dystrophy
POMT1	10585	TAS	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1		OMIM	609308	limb-girdle muscular dystrophy
FKTN	2218	TAS	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4		OMIM	611588	limb-girdle muscular dystrophy
LMNB2	84823	TAS	{Lipodystrophy, partial, acquired, susceptibility to}		OMIM	608709	lipodystrophy
PLIN1	5346	TAS	Lipodystrophy, familial partial, type 4		OMIM	613877	lipodystrophy
ECM1	1893	TAS	Lipoid proteinosis		OMIM	247100	lipoid proteinosis
RELN	5649	TAS	Lissencephaly 2 (Norman-Roberts type)		OMIM	257320	lissencephaly
DCX	1641	TAS	Lissencephaly, X-linked; Subcortical laminal heteropia, X-linked		OMIM	300067	lissencephaly
ARX	170302	TAS	Hydranencephaly with abnormal genitalia; Lissencephaly, X-linked 2		OMIM	300215	lissencephaly
TUBA1A	7846	TAS	Lissencephaly 3		OMIM	611603	lissencephaly
NDE1	54820	TAS	Lissencephaly 4 (with microcephaly)		OMIM	614019	lissencephaly
PAFAH1B1	5048	TAS	Lissencephaly 1; Subcortical laminar heterotopia		OMIM	607432	lissencephaly
KRT18	3875	TAS	{Cirrhosis, noncryptogenic, susceptibility to}		OMIM	215600	liver cirrhosis
KRT8	3856	TAS	{Cirrhosis, noncryptogenic, susceptibility to}		OMIM	215600	liver cirrhosis
CIRH1A	84916	TAS	Cirrhosis, North American Indian childhood type		OMIM	604901	liver cirrhosis
TGFBR2	7048	TAS	Loeys-Dietz syndrome, type 1B		OMIM	610168	Loeys-Dietz syndrome
TGFBR2	7048	TAS	Loeys-Dietz syndrome, type 2B		OMIM	610380	Loeys-Dietz syndrome
TGFBR1	7046	TAS	Loeys-Dietz syndrome, type 2A		OMIM	608967	Loeys-Dietz syndrome
SMAD3	4088	TAS	Loeys-Dietz syndrome, type 3		OMIM	613795	Loeys-Dietz syndrome
TGFBR1	7046	TAS	Loeys-Dietz syndrome, type 1A		OMIM	609192	Loeys-Dietz syndrome
TGFB2	7042	TAS	Loeys-Dietz syndrome, type 4		OMIM	614816	Loeys-Dietz syndrome
ALG10	84920	TAS	{Acquired long QT syndrome, reduced susceptibility to}		OMIM	613688	long QT syndrome
KCNH2	3757	TAS	Long QT syndrome-2; {Long QT syndrome-2, acquired, susceptibility to}		OMIM	613688	long QT syndrome
SNTA1	6640	TAS	Long QT syndrome 12		OMIM	612955	long QT syndrome
KCNQ1	3784	TAS	Long QT syndrome-1; {Long QT syndrome 1, acquired, susceptibility to}		OMIM	192500	long QT syndrome
KCNE1	3753	TAS	Long QT syndrome-5		OMIM	613695	long QT syndrome
CACNA1C	775	TAS	Timothy syndrome		OMIM	601005	long QT syndrome
CAV3	859	TAS	Long QT syndrome-9		OMIM	611818	long QT syndrome
KCNJ5	3762	TAS	Long QT syndrome 13		OMIM	613485	long QT syndrome
AKAP9	10142	TAS	Long QT syndrome-11		OMIM	611820	long QT syndrome
SCN5A	6331	TAS	Long QT syndrome-3		OMIM	603830	long QT syndrome
KCNE2	9992	TAS	Long QT syndrome-6		OMIM	613693	long QT syndrome
SCN4B	6330	TAS	Long QT syndrome-10		OMIM	611819	long QT syndrome
CHRNA5	1138	TAS	{Lung cancer susceptibility 2}; {Nicotine dependence, susceptibility to}		OMIM	612052	lung cancer;nicotine dependence
CHRNA3	1136	TAS	{Lung cancer susceptibility 2}		OMIM	612052	lung cancer;nicotine dependence
MAP3K8	1326	TAS	Lung cancer, somatic		OMIM	211980	lung carcinoma
KRAS	3845	TAS	Lung cancer, somatic		OMIM	211980	lung carcinoma
EGFR	1956	TAS	Adenocarcinoma of lung, response to tyrosine kinase inhibitor in; Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in; {Nonsmall cell lung cancer, susceptibility to}		OMIM	211980	lung carcinoma
PPP2R1B	5519	TAS	Lung cancer		OMIM	211980	lung carcinoma
FASLG	356	TAS	{Lung cancer, susceptibility to}		OMIM	211980	lung carcinoma
IRF1	3659	TAS	Nonsmall cell lung cancer, somatic		OMIM	211980	lung carcinoma
BRAF	673	TAS	Adenocarcinoma of lung, somatic		OMIM	211980	lung carcinoma
RASSF1	11186	TAS	Lung cancer		OMIM	211980	lung carcinoma
ERBB2	2064	TAS	Adenocarcinoma of lung, somatic		OMIM	211980	lung carcinoma
DLEC1	9940	TAS	Lung cancer		OMIM	211980	lung carcinoma
ERCC6	2074	TAS	{Lung cancer, susceptibility to}		OMIM	211980	lung carcinoma
PIK3CA	5290	TAS	Nonsmall cell lung cancer, somatic		OMIM	211980	lung carcinoma
CASP8	841	TAS	{Lung cancer, protection against}		OMIM	211980	lung carcinoma
CYP2A6	1548	TAS	{Lung cancer, resistance to}		OMIM	211980	lung carcinoma
PARK2	5071	TAS	Adenocarcinoma of lung, somatic		OMIM	211980	lung carcinoma
SLC22A18	5002	TAS	Lung cancer, somatic		OMIM	211980	lung carcinoma
RB1	5925	TAS	Small cell cancer of the lung, somatic		OMIM	182280	lung small cell carcinoma
ITGAM	3684	TAS	{Systemic lupus erythematous, association with susceptibility to, 6}		OMIM	609939	lupus erythematosus
IRF5	3663	TAS	{Systemic lupus erythematosus, susceptibility to, 10}		OMIM	612251	lupus erythematosus;systemic lupus erythematosus
TSC1	7248	TAS	Lymphangioleiomyomatosis		OMIM	606690	lymphangioleiomyomatosis
TSC2	7249	TAS	Lymphangioleiomyomatosis, somatic		OMIM	606690	lymphangioleiomyomatosis
BCL10	8915	TAS	Lymphoma, MALT, somatic		OMIM	137245	lymphoma
BCL10	8915	TAS	{Lymphoma, follicular, somatic}		OMIM	613024	lymphoma
MYD88	4615	TAS	Macroglobulinemia, Waldenstrom, somatic		OMIM	153600	lymphoplasmacytic lymphoma
SH2D1A	4068	TAS	Lymphoproliferative syndrome, X-linked		OMIM	308240	lymphoplasmacytic lymphoma
XIAP	331	TAS	Lymphoproliferative syndrome, X-linked, 2		OMIM	300635	lymphoplasmacytic lymphoma
MLH1	4292	TAS	Colorectal cancer, hereditary nonpolyposis, type 2		OMIM	609310	Lynch syndrome
MSH2	4436	TAS	Colorectal cancer, hereditary nonpolyposis, type 1		OMIM	120435	Lynch syndrome
EPCAM	4072	TAS	Colorectal cancer, hereditary nonpolyposis, type 8		OMIM	613244	Lynch syndrome
ATXN3	4287	TAS	Machado-Joseph disease		OMIM	109150	Machado-Joseph disease
PTEN	5728	TAS	Macrocephaly/autism syndrome		OMIM	605309	macrocephaly;autistic disorder
RPS14	6208	TAS	Macrocytic anemia, refractory, due to 5q deletion, somatic		OMIM	153550	macrocytic anemia
CHST6	4166	TAS	Macular corneal dystrophy		OMIM	217800	macular corneal dystrophy
CX3CR1	1524	TAS	{Macular degeneration, age-related, 12}		OMIM	613784	macular degeneration
ABCA4	24	TAS	Fundus flavimaculatus; Retinal dystrophy, early-onset severe; Stargardt disease 1		OMIM	248200	macular degeneration
CNGB3	54714	TAS	Macular degeneration, juvenile		OMIM	248200	macular degeneration
ARMS2	387715	TAS	{Macular degeneration, age-related, 8}		OMIM	613778	macular degeneration
PROM1	8842	TAS	Macular dystrophy, retinal, 2		OMIM	608051	Macular dystrophy
PRPH2	5961	TAS	Macular dystrophy, patterned		OMIM	169150	Macular dystrophy
ELOVL4	6785	TAS	Macular dystrophy, autosomal dominant, chromosome 6-linked; Stargardt disease 3		OMIM	600110	Macular dystrophy
NCR3	259197	TAS	{Malaria, mild, susceptibility to}		OMIM	609148	malaria
DARC	2532	TAS	{Malaria, vivax, protection against}		OMIM	611162	malaria
CISH	1154	TAS	{Malaria, susceptibility to}		OMIM	611162	malaria
TNF	7124	TAS	{Malaria, cerebral, susceptibility to}		OMIM	611162	malaria
CR1	1378	TAS	{Malaria, severe, resistance to}		OMIM	611162	malaria
NOS2	4843	TAS	{Malaria, resistance to}		OMIM	611162	malaria
GYPA	2993	TAS	{Malaria, resistance to}		OMIM	611162	malaria
GYPB	2994	TAS	{Malaria, resistance to}		OMIM	611162	malaria
SLC4A1	6521	TAS	[Malaria, resistance to]		OMIM	611162	malaria
FCGR2B	2213	TAS	{Malaria, resistance to}		OMIM	611162	malaria
HBB	3043	TAS	{Malaria, resistance to}		OMIM	611162	malaria
TIRAP	114609	TAS	{Malaria, protection against}		OMIM	611162	malaria
GYPC	2995	TAS	{Malaria, resistance to}		OMIM	611162	malaria
CD36	948	TAS	{Malaria, cerebral, reduced risk of}; {Malaria, cerebral, susceptibility to}		OMIM	611162	malaria
ICAM1	3383	TAS	{Malaria, cerebral, susceptibility to}		OMIM	611162	malaria
G6PD	2539	TAS	{Resistance to malaria due to G6PD deficiency}		OMIM	611162	malaria
TAB2	23118	TAS	Congenital heart disease, nonsyndromic, 2		OMIM	614980	Malformation of the heart and great vessels
PTEN	5728	TAS	{Glioma susceptibility 2}		OMIM	613028	malignant glioma
TP53	7157	TAS	{Glioma susceptibility 1}		OMIM	137800	malignant glioma
IDH1	3417	TAS	{Glioma, susceptibility to, somatic}		OMIM	137800	malignant glioma
ERBB2	2064	TAS	Glioblastoma, somatic		OMIM	137800	malignant glioma
RYR1	6261	TAS	{Malignant hyperthermia susceptibility 1}		OMIM	145600	malignant hyperthermia
CACNA1S	779	TAS	{Malignant hyperthermia susceptibility 5}		OMIM	601887	malignant hyperthermia
BCL10	8915	TAS	{Mesothelioma, somatic}		OMIM	156240	malignant mesothelioma
WT1	7490	TAS	Mesothelioma, somatic		OMIM	156240	malignant mesothelioma
DBT	1629	TAS	Maple syrup urine disease, type II		OMIM	248600	maple syrup urine disease
BCKDHA	593	TAS	Maple syrup urine disease, type Ia		OMIM	248600	maple syrup urine disease
BCKDHB	594	TAS	Maple syrup urine disease, type Ib		OMIM	248600	maple syrup urine disease
FBN1	2200	TAS	Marfan syndrome		OMIM	154700	Marfan syndrome
HNF1A	6927	TAS	MODY, type III		OMIM	600496	maturity-onset diabetes of the young
KLF11	8462	TAS	Maturity-onset diabetes of the young, type VII		OMIM	610508	maturity-onset diabetes of the young
HNF4A	3172	TAS	MODY, type I		OMIM	125850	maturity-onset diabetes of the young
CEL	1056	TAS	Maturity-onset diabetes of the young, type VIII		OMIM	609812	maturity-onset diabetes of the young
PAX4	5078	TAS	Maturity-onset diabetes of the young, type IX		OMIM	612225	maturity-onset diabetes of the young
INS	3630	TAS	Maturity-onset diabetes of the young, type 10		OMIM	613370	maturity-onset diabetes of the young
BLK	640	TAS	Maturity-onset diabetes of the young, type 11		OMIM	613375	maturity-onset diabetes of the young
PDX1	3651	TAS	MODY, type IV		OMIM	606392	maturity-onset diabetes of the young
GCK	2645	TAS	Diabetes mellitus, gestational; MODY, type II		OMIM	125851	maturity-onset diabetes of the young
HNF1B	6928	TAS	Renal cysts and diabetes syndrome		OMIM	137920	maturity-onset diabetes of the young
NEUROD1	4760	TAS	Maturity-onset diabetes of the young 6		OMIM	606394	maturity-onset diabetes of the young
GNAS	2778	TAS	McCune-Albright syndrome		OMIM	174800	McCune Albright syndrome
GUCY2C	2984	TAS	Meconium ileus		OMIM	614665	Meconium ileus
BRCA2	675	TAS	{Medulloblastoma}		OMIM	155255	medulloblastoma
SUFU	51684	TAS	Medulloblastoma, desmoplastic		OMIM	155255	medulloblastoma
PTCH2	8643	TAS	Medulloblastoma		OMIM	155255	medulloblastoma
DHFR	1719	TAS	Megaloblastic anemia due to dihydrofolate reductase deficiency		OMIM	613839	megaloblastic anemia
CHRDL1	91851	TAS	Megalocornea 1, X-linke		OMIM	309300	Megalocornea
MITF	4286	TAS	{Melanoma, cutaneous malignant, susceptibility to, 8}		OMIM	614456	melanoma
XRCC3	7517	TAS	{Melanoma, cutaneous malignant, 6}		OMIM	613972	melanoma
MC1R	4157	TAS	{Melanoma, cutaneous malignant, 5}		OMIM	613099	melanoma
CDK4	1019	TAS	{Melanoma, cutaneous malignant, 3}		OMIM	609048	melanoma
TYR	7299	TAS	[Skin/hair/eye pigmentation 3, blue/green eyes]; [Skin/hair/eye pigmentation 3, light/dark/freckling skin]; {Melanoma, cutaneous malignant, susceptibility to, 8}		OMIM	601800	melanoma
LEMD3	23592	TAS	Melorheostosis with osteopoikilosis		OMIM	155950	melorheostosis
ATP7A	538	TAS	Menkes disease		OMIM	309400	Menkes disease
MTTP	4547	TAS	{Metabolic syndrome, protection against}		OMIM	605552	metabolic syndrome X
PSAP	5660	TAS	Metachromatic leukodystrophy due to SAP-b deficiency		OMIM	249900	metachromatic leukodystrophy
ARSA	410	TAS	Metachromatic leukodystrophy		OMIM	250100	metachromatic leukodystrophy
PTH1R	5745	TAS	Metaphyseal chondrodysplasia, Murk Jansen type		OMIM	156400	Metaphyseal chondrodysplasia
RMRP	6023	TAS	Metaphyseal dysplasia without hypotrichosis		OMIM	250460	metaphyseal dysplasia
RUNX2	860	TAS	Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly		OMIM	156510	metaphyseal dysplasia
CYB5R3	1727	TAS	Methemoglobinemia, type I; Methemoglobinemia, type II		OMIM	250800	methemoglobinemia
CYB5A	1528	TAS	Methemoglobinemia, type IV		OMIM	250790	methemoglobinemia
MMAA	166785	TAS	Methylmalonic aciduria, vitamin B12-responsive		OMIM	251100	methylmalonic acidemia
MUT	4594	TAS	Methylmalonic aciduria, mut(0) type		OMIM	251000	methylmalonic acidemia
MMAB	326625	TAS	Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type		OMIM	251110	methylmalonic acidemia
CD320	51293	TAS	Methylmalonic aciduria due to transcobalamin receptor defect		OMIM	613646	methylmalonic acidemia
ABCD4	5826	TAS	Methylmalonic aciduria and homocystinuria, cblJ type		OMIM	614857	methylmalonic acidemia
MMACHC	25974	TAS	Methylmalonic aciduria and homocystinuria, cblC type		OMIM	277400	methylmalonic aciduria and homocystinuria type cblC
MMADHC	27249	TAS	Homocystinuria, cblD type, variant 1; Methylmalonic aciduria and homocystinuria, cblD type; Methylmalonic aciduria, cblD type, variant 2		OMIM	277410	methylmalonic aciduria and homocystinuria type cblD
LMBRD1	55788	TAS	Methylmalonic aciduria and homocystinuria, cblF type		OMIM	277380	methylmalonic aciduria and homocystinuria type cblF
MVK	4598	TAS	Mevalonic aciduria		OMIM	610377	mevalonic aciduria
TAP1	6890	TAS	Bare lymphocyte syndrome, type I		OMIM	604571	MHC class I deficiency
TAPBP	6892	TAS	Bare lymphocyte syndrome, type I		OMIM	604571	MHC class I deficiency
TAP2	6891	TAS	Bare lymphocyte syndrome, type I, due to TAP2 deficiency		OMIM	604571	MHC class I deficiency
RFXAP	5994	TAS	Bare lymphocyte syndrome, type II, complementation group D		OMIM	209920	MHC class II deficiency
RFXANK	8625	TAS	MHC class II deficiency, complementation group B		OMIM	209920	MHC class II deficiency
RFX5	5993	TAS	Bare lymphocyte syndrome, type II, complementation group C; Bare lymphocyte syndrome, type II, complementation group E		OMIM	209920	MHC class II deficiency
CIITA	4261	TAS	Bare lymphocyte syndrome, type II, complementation group A		OMIM	209920	MHC class II deficiency
CENPJ	55835	TAS	Microcephaly 6, primary, autosomal recessive		OMIM	608393	microcephaly
MCPH1	79648	TAS	Microcephaly 1, primary, autosomal recessive		OMIM	251200	microcephaly
KIF11	3832	TAS	Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation		OMIM	152950	microcephaly
CEP152	22995	TAS	Microcephaly 9, primary, autosomal recessive		OMIM	614852	Microcephaly
ASPM	259266	TAS	Microcephaly 5, primary, autosomal recessive		OMIM	608716	microcephaly
WDR62	284403	TAS	Microcephaly 2, primary, autosomal recessive, with or without cortical malformations		OMIM	604317	microcephaly
CEP135	9662	TAS	Microcephaly 8, primary, autosomal recessive		OMIM	614673	microcephaly
