# Plain text terms we recognize when loading GEO data, and we map them immediately to an Ontology term
# the fields are 1. string to be matched; 2. The value 3. ValueUri 4. Category 5. CategoryUri
# Case of the string value is ignored; the category is checked against the type of variable imported, so if it doesn't match what we have here,
# it won't be mapped.
# String value	value	valueUri	category	categoryUri
Sepsis	sepsis	http://purl.obolibrary.org/obo/MP_0005044	disease	http://www.ebi.ac.uk/efo/EFO_0000408
septic shock patient	septic shock	http://www.ebi.ac.uk/efo/EFO_0006834	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Septum	septum	http://purl.obolibrary.org/obo/UBERON_0003037	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
serotype DENV-1	dengue virus type 1	http://purl.obolibrary.org/obo/NCBITaxon_11053	disease	http://www.ebi.ac.uk/efo/EFO_0000408
serous ovarian cancer	ovarian serous tumor	http://purl.obolibrary.org/obo/MONDO_0037255	disease	http://www.ebi.ac.uk/efo/EFO_0000408
sex (m	male	http://purl.obolibrary.org/obo/PATO_0000384	biological sex	http://purl.obolibrary.org/obo/PATO_0000047
SGBS	Simpson-Golabi-Behmel syndrome	http://purl.obolibrary.org/obo/MONDO_0010731	disease	http://www.ebi.ac.uk/efo/EFO_0000408
SH-SY5Y	SH-SY5Y cell	http://purl.obolibrary.org/obo/CLO_0009015	cell line	http://purl.obolibrary.org/obo/CLO_0000031
sham	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
sham surgery	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
sigmoid colon	sigmoid colon	http://purl.obolibrary.org/obo/UBERON_0001159	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Sjögrens syndrome	Sjogren syndrome	http://purl.obolibrary.org/obo/MONDO_0010030	disease	http://www.ebi.ac.uk/efo/EFO_0000408
skeletal muscle	skeletal muscle tissue	http://purl.obolibrary.org/obo/UBERON_0001134	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
skeletal muscle (vastus lateralis)	vastus lateralis	http://purl.obolibrary.org/obo/UBERON_0001379	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
skin	skin of body	http://purl.obolibrary.org/obo/UBERON_0002097	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
skin fibroblast	skin fibroblast	http://purl.obolibrary.org/obo/CL_0002620	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
skin fibroblasts	skin fibroblast	http://purl.obolibrary.org/obo/CL_0002620	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Skin punch biopsy	skinpunch biopsy	http://purl.obolibrary.org/obo/OBI_0002663	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
skin_tissue	skin of body	http://purl.obolibrary.org/obo/UBERON_0002097	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
skull	skull	http://purl.obolibrary.org/obo/UBERON_0003129	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
SLE	systemic lupus erythematosus	http://purl.obolibrary.org/obo/MONDO_0007915	disease	http://www.ebi.ac.uk/efo/EFO_0000408
small intestine	small intestine	http://purl.obolibrary.org/obo/UBERON_0002108	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
smoker	smoking behavior	http://www.ebi.ac.uk/efo/EFO_0004318	environmental history	http://www.ebi.ac.uk/efo/EFO_0004444
Snap frozen primary breast tumor	breast neoplasm	http://purl.obolibrary.org/obo/MONDO_0021100	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Soft Tissue Sarcoma	soft tissue sarcoma	http://purl.obolibrary.org/obo/MONDO_0018078	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Soft-tissue sarcoma	soft tissue sarcoma	http://purl.obolibrary.org/obo/MONDO_0018078	disease	http://www.ebi.ac.uk/efo/EFO_0000408
soleus	soleus muscle	http://purl.obolibrary.org/obo/UBERON_0001389	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
soleus muscle	soleus muscle	http://purl.obolibrary.org/obo/UBERON_0001389	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Somatosensory Cortex	somatosensory cortex	http://purl.obolibrary.org/obo/UBERON_0008930	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
sperm	sperm	http://purl.obolibrary.org/obo/CL_0000019	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
spinal cord	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
spinal cord injury	spinal cord injury	http://purl.obolibrary.org/obo/MONDO_0043797	disease	http://www.ebi.ac.uk/efo/EFO_0000408
spinal cord tissue	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Spinal motor neurons	spinal cord motor neuron	http://purl.obolibrary.org/obo/CL_0011001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
spiny projection neurons	pyramidal neuron	http://purl.obolibrary.org/obo/CL_0000598	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
spleen	spleen	http://purl.obolibrary.org/obo/UBERON_0002106	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Spleen Cell Cultures	spleen	http://purl.obolibrary.org/obo/UBERON_0002106	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Splenic B cells	B cell	http://purl.obolibrary.org/obo/CL_0000236	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Sprague Dawley	Sprague Dawley	http://www.ebi.ac.uk/efo/EFO_0001352	strain	http://www.ebi.ac.uk/efo/EFO_0005135
sprague dawley rat	Sprague Dawley	http://www.ebi.ac.uk/efo/EFO_0001352	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Sprague Dawley rats	Sprague Dawley	http://www.ebi.ac.uk/efo/EFO_0001352	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Sprague-Dawley	Sprague Dawley	http://www.ebi.ac.uk/efo/EFO_0001352	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Sprague-Dawley (SD)	Sprague Dawley	http://www.ebi.ac.uk/efo/EFO_0001352	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Sprague-Dawley rat	Sprague Dawley	http://www.ebi.ac.uk/efo/EFO_0001352	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Sprague-Dawley rats	Sprague Dawley	http://www.ebi.ac.uk/efo/EFO_0001352	strain	http://www.ebi.ac.uk/efo/EFO_0005135
sputum	sputum	http://purl.obolibrary.org/obo/UBERON_0007311	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Squamous cell carcinoma	squamous cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0005096	disease	http://www.ebi.ac.uk/efo/EFO_0000408
sscortex	secondary somatosensory cortex	http://purl.obolibrary.org/obo/UBERON_0008934	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
steatosis	steatosis	http://www.ebi.ac.uk/efo/EFO_0008527	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
stem cells	stem cell	http://purl.obolibrary.org/obo/CL_0000034	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
stomach	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
stress	environmental stress treatment	http://www.ebi.ac.uk/efo/EFO_0000470	environmental history	http://www.ebi.ac.uk/efo/EFO_0004444
striatal astrocytes	astrocyte	http://purl.obolibrary.org/obo/CL_0000127	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
striatal tissue	striatum	http://purl.obolibrary.org/obo/UBERON_0002435	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
striated muscle	striated muscle tissue	http://purl.obolibrary.org/obo/UBERON_0002036	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
striatum	striatum	http://purl.obolibrary.org/obo/UBERON_0002435	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
striatum (brain)	striatum	http://purl.obolibrary.org/obo/UBERON_0002435	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Stroke	stroke disorder	http://purl.obolibrary.org/obo/MONDO_0005098	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Subcutaneous adipose	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/UBERON_0002190	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Subcutaneous adipose tissue	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/UBERON_0002190	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Subcutaneous Fat	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/UBERON_0002190	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Subcutaneous White Adipose Tissue	white adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001347	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
substantia nigra	substantia nigra	http://purl.obolibrary.org/obo/UBERON_0002038	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
substantia nigra pars compacta	substantia nigra pars compacta	http://purl.obolibrary.org/obo/UBERON_0001965	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
subventricular zone	postnatal subventricular zone	http://purl.obolibrary.org/obo/UBERON_0004922	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Suicide	suicide	http://www.ebi.ac.uk/efo/EFO_0007624	disease	http://www.ebi.ac.uk/efo/EFO_0000408
superior cervical ganglia (SCG)	superior cervical ganglion	http://purl.obolibrary.org/obo/UBERON_0001989	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
superior colliculus	superior colliculus	http://purl.obolibrary.org/obo/UBERON_0001945	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
superior frontal gyrus	superior frontal gyrus	http://purl.obolibrary.org/obo/UBERON_0002661	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Superior Parietal Lobule	superior parietal cortex	http://purl.obolibrary.org/obo/UBERON_0006094	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Superior Temporal Gyrus	superior temporal gyrus	http://purl.obolibrary.org/obo/UBERON_0002769	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Suprachiasmatic Nucleus	suprachiasmatic nucleus	http://purl.obolibrary.org/obo/UBERON_0002034	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
sural nerve	sural nerve	http://purl.obolibrary.org/obo/UBERON_0015488	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Susceptible	susceptible toward	http://purl.obolibrary.org/obo/PATO_0001152	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
SW620	SW620 cell	http://purl.obolibrary.org/obo/CLO_0009221	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Swiss Webster	CFW	http://www.ebi.ac.uk/efo/EFO_0022472	strain	http://www.ebi.ac.uk/efo/EFO_0005135
synovial membrane	synovial membrane of synovial joint	http://purl.obolibrary.org/obo/UBERON_0002018	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Synovial sarcoma tumor tissue	synovial sarcoma	http://purl.obolibrary.org/obo/MONDO_0010434	disease	http://www.ebi.ac.uk/efo/EFO_0000408
T cell	T cell	http://purl.obolibrary.org/obo/CL_0000084	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
T cells	T cell	http://purl.obolibrary.org/obo/CL_0000084	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
T-ALL	T-cell acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0004963	disease	http://www.ebi.ac.uk/efo/EFO_0000408
T-ALL diagnostic sample	T-cell acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0004963	disease	http://www.ebi.ac.uk/efo/EFO_0000408
T-cell lymphoblasts	T cell	http://purl.obolibrary.org/obo/CL_0000084	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
T47D	T-47D cell	http://purl.obolibrary.org/obo/CLO_0009251	cell line	http://purl.obolibrary.org/obo/CLO_0000031
tamoxifen	tamoxifen	http://purl.obolibrary.org/obo/CHEBI_41774	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Taxol	paclitaxel	http://purl.obolibrary.org/obo/CHEBI_45863	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
TC2	Tc2 cell	http://purl.obolibrary.org/obo/CL_0000918	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
temporal cortex	temporal cortex	http://purl.obolibrary.org/obo/UBERON_0016538	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
temporal lobe	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Temporal Pole	temporal pole	http://purl.obolibrary.org/obo/UBERON_0002576	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Temporal_Cortex	temporal cortex	http://purl.obolibrary.org/obo/UBERON_0016538	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
term placenta	placenta	http://purl.obolibrary.org/obo/UBERON_0001987	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
terminal ileum	terminal ileum	http://www.ebi.ac.uk/efo/EFO_0005185	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
testes	testis	http://purl.obolibrary.org/obo/UBERON_0000473	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
testis	testis	http://purl.obolibrary.org/obo/UBERON_0000473	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
thalamic projection neurons	thalamic excitatory neuron	http://purl.obolibrary.org/obo/CL_4023068	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
thalamus	dorsal plus ventral thalamus	http://purl.obolibrary.org/obo/UBERON_0001897	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Thigh muscle	hindlimb stylopod muscle	http://purl.obolibrary.org/obo/UBERON_0004252	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Thoracic spinal cord	thoracic spinal cord	http://purl.obolibrary.org/obo/UBERON_0003038	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
THP-1	THP-1 cell	http://purl.obolibrary.org/obo/CLO_0009348	cell line	http://purl.obolibrary.org/obo/CLO_0000031
THP-1 Cells	THP-1 cell	http://purl.obolibrary.org/obo/CLO_0009348	cell line	http://purl.obolibrary.org/obo/CLO_0000031
thymus	thymus	http://purl.obolibrary.org/obo/UBERON_0002370	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
thyroid	thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
tibialis anterior	tibialis anterior	http://purl.obolibrary.org/obo/UBERON_0001385	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Tibialis anterior muscle	tibialis anterior	http://purl.obolibrary.org/obo/UBERON_0001385	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
TK6	TK6 cell	http://purl.obolibrary.org/obo/CLO_0009357	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Tongue	tongue	http://purl.obolibrary.org/obo/UBERON_0001723	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Toscani in Italia	European	http://purl.obolibrary.org/obo/HANCESTRO_0005	population	http://purl.obolibrary.org/obo/OBI_0000181
total RNA	total RNA	http://www.ebi.ac.uk/efo/EFO_0004964	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
Total RNA from peripheral blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Total RNA from peripheral blood RNA.	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Total Superior Cervical Ganglia	cervical ganglion	http://purl.obolibrary.org/obo/UBERON_0001991	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
trabecular bone	trabecular bone tissue	http://purl.obolibrary.org/obo/UBERON_0002483	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
trachea	trachea	http://purl.obolibrary.org/obo/UBERON_0003126	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
trigeminal ganglia	trigeminal ganglion	http://purl.obolibrary.org/obo/UBERON_0001675	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
triple-negative breast cancer	triple-negative breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0005494	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Trunk wall	body wall	http://purl.obolibrary.org/obo/UBERON_0000309	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
tuberculosis	tuberculosis	http://purl.obolibrary.org/obo/MONDO_0018076	disease	http://www.ebi.ac.uk/efo/EFO_0000408
tumor	cancer	http://purl.obolibrary.org/obo/MONDO_0004992	disease	http://www.ebi.ac.uk/efo/EFO_0000408
tumor breast tissue	breast cancer	http://purl.obolibrary.org/obo/MONDO_0007254	disease	http://www.ebi.ac.uk/efo/EFO_0000408
tumor tissue	cancer	http://purl.obolibrary.org/obo/MONDO_0004992	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Tumor tissue derived from lung	lung cancer	http://purl.obolibrary.org/obo/MONDO_0008903	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Type 1 Diabetes	type 1 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005147	disease	http://www.ebi.ac.uk/efo/EFO_0000408
U2OS	U-2 OS cell	http://purl.obolibrary.org/obo/CLO_0009454	cell line	http://purl.obolibrary.org/obo/CLO_0000031
U87	U-87 MG cell	http://purl.obolibrary.org/obo/CLO_0009464	cell line	http://purl.obolibrary.org/obo/CLO_0000031
U87MG	U-87 MG cell	http://purl.obolibrary.org/obo/CLO_0009464	cell line	http://purl.obolibrary.org/obo/CLO_0000031
U937	U937(CD59+) cell	http://purl.obolibrary.org/obo/CLO_0009466	cell line	http://purl.obolibrary.org/obo/CLO_0000031
umbilical cord blood	umbilical cord blood	http://purl.obolibrary.org/obo/UBERON_0012168	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
unaffected	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Unaffected Comparison subject	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
uncomplicated dengue	dengue disease	http://purl.obolibrary.org/obo/MONDO_0005502	disease	http://www.ebi.ac.uk/efo/EFO_0000408
undifferentiated hiPS	induced pluripotent stem cell	http://www.ebi.ac.uk/efo/EFO_0004905	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Undifferentiated sarcoma	sarcoma	http://purl.obolibrary.org/obo/MONDO_0005089	disease	http://www.ebi.ac.uk/efo/EFO_0000408
uninfected	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
uninjured	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
unstimulated	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
unstimulated	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
untreated	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
uremia	uremia	http://purl.obolibrary.org/obo/MONDO_0007008	disease	http://www.ebi.ac.uk/efo/EFO_0000408
urinary bladder	urinary bladder	http://purl.obolibrary.org/obo/UBERON_0001255	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
uterus	uterus	http://purl.obolibrary.org/obo/UBERON_0000995	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Vagal sensory ganglia	superior vagus X ganglion	http://purl.obolibrary.org/obo/UBERON_0005364	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
vaginal	vagina	http://purl.obolibrary.org/obo/UBERON_0000996	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Vastus Lateralis	vastus lateralis	http://purl.obolibrary.org/obo/UBERON_0001379	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
vastus lateralis (quadriceps femoris)	vastus lateralis	http://purl.obolibrary.org/obo/UBERON_0001379	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Vastus lateralis muscle	vastus lateralis	http://purl.obolibrary.org/obo/UBERON_0001379	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Veh	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
vehicle	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
vehicle control	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
vehicle(EtOH)	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Ventral dentate gyrus	dentate gyrus of hippocampal formation	http://purl.obolibrary.org/obo/UBERON_0001885	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
ventral hippocampus	Ammon's horn	http://purl.obolibrary.org/obo/UBERON_0001954	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
ventral midbrain	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Ventral Striatum	ventral striatum	http://purl.obolibrary.org/obo/UBERON_0005403	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
ventral tegmental area	ventral tegmental area	http://purl.obolibrary.org/obo/UBERON_0002691	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Ventricles	cardiac ventricle	http://purl.obolibrary.org/obo/UBERON_0002082	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
vHC	Ammon's horn	http://purl.obolibrary.org/obo/UBERON_0001954	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
VHL Clear Cell Renal Cell Carcinoma	clear cell renal carcinoma	http://purl.obolibrary.org/obo/MONDO_0005005	disease	http://www.ebi.ac.uk/efo/EFO_0000408
visceral adipose tissue	visceral abdominal adipose tissue	http://purl.obolibrary.org/obo/UBERON_0014454	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
visceral fat	visceral fat	http://purl.obolibrary.org/obo/UBERON_0035818	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
visual cortex	visual cortex	http://purl.obolibrary.org/obo/UBERON_0000411	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Water	water	http://purl.obolibrary.org/obo/CHEBI_15377	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
WBC	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Western European	European	http://purl.obolibrary.org/obo/HANCESTRO_0005	population	http://purl.obolibrary.org/obo/OBI_0000181
White	European	http://purl.obolibrary.org/obo/HANCESTRO_0005	population	http://purl.obolibrary.org/obo/OBI_0000181
white adipose	white adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001347	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
White Adipose Tissue	white adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001347	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
white blood cells	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
White Europeans from North-Eastern Germany	European	http://purl.obolibrary.org/obo/HANCESTRO_0005	population	http://purl.obolibrary.org/obo/OBI_0000181
white matter	white matter	http://purl.obolibrary.org/obo/UBERON_0002316	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole blood (WB)	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Whole Blood Cells	blood cell	http://purl.obolibrary.org/obo/CL_0000081	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Whole blood leukocytes	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Whole blood RNA	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole blood, healthy	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
whole brain	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole cerebellum	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Whole cortex	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Whole embryo	embryo	http://purl.obolibrary.org/obo/UBERON_0000922	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Whole heart	heart	http://purl.obolibrary.org/obo/UBERON_0000948	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole hippocampus	Ammon's horn	http://purl.obolibrary.org/obo/UBERON_0001954	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole liver	liver	http://purl.obolibrary.org/obo/UBERON_0002107	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole lung	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Whole Mouse Brain	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole organism	body proper	http://purl.obolibrary.org/obo/UBERON_0013702	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Whole peripheral blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole retina	retina	http://purl.obolibrary.org/obo/UBERON_0000966	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole striatum	striatum	http://purl.obolibrary.org/obo/UBERON_0002435	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Whole visceral adipose tissue	visceral abdominal adipose tissue	http://purl.obolibrary.org/obo/UBERON_0014454	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
whole-blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
wild type	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
wild-type	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
wildtype	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
Wistar	Wistar	http://www.ebi.ac.uk/efo/EFO_0001342	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Wistar rat	Wistar	http://www.ebi.ac.uk/efo/EFO_0001342	strain	http://www.ebi.ac.uk/efo/EFO_0005135
Wistar-Kyoto	Wistar-Kyoto	http://www.ebi.ac.uk/efo/EFO_0001345	strain	http://www.ebi.ac.uk/efo/EFO_0005135
wt	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
WT/WT	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
xenograft	xenograft	http://purl.obolibrary.org/obo/OBI_0100058	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Yoruban	Yoruba	http://purl.obolibrary.org/obo/AfPO_0000105	population	http://purl.obolibrary.org/obo/OBI_0000181
Yoruba in Ibadan	Yoruba	http://purl.obolibrary.org/obo/AfPO_0000105	population	http://purl.obolibrary.org/obo/OBI_0000181
