Identifier (KEY)	Phenotype valueUri (THE KEY MAP TO THIS)	Phenotype value 	Description use in annotator 	How we found the mapping	Source
MESH:D007010	http://purl.obolibrary.org/obo/HP_0002902	Hyponatremia	Hyponatremia	Case 6a: Found Exact With HP Annotator	CTD
MESH:D007015	http://purl.obolibrary.org/obo/DOID_0050336	hypophosphatemia	Hypophosphatemia, Familial		CTD
MESH:D007022	http://purl.obolibrary.org/obo/HP_0002615	Hypotension	Hypotension	Case 6a: Found Exact With HP Annotator	CTD
MESH:D007024	http://purl.obolibrary.org/obo/HP_0001278	Orthostatic hypotension	Hypotension, Orthostatic	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:D007035	http://purl.obolibrary.org/obo/HP_0002045	Hypothermia	Hypothermia	Case 6a: Found Exact With HP Annotator	CTD
MESH:D007040	http://purl.obolibrary.org/obo/HP_0002791	Hypoventilation	Hypoventilation	Case 6a: Found Exact With HP Annotator	CTD
MESH:D007057	http://purl.obolibrary.org/obo/HP_0008064	Ichthyosiform abnormality of the skin	Ichthyosis	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D007172	http://purl.obolibrary.org/obo/HP_0000802	Impotence	Erectile Dysfunction	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D007247	http://purl.obolibrary.org/obo/DOID_5223	infertility	"Infertility, Female"		CTD
MESH:D007333	http://purl.obolibrary.org/obo/HP_0000855	Insulin resistance	Insulin Resistance	Case 6a: Found Exact With HP Annotator	CTD
MESH:D007417	http://purl.obolibrary.org/obo/HP_0005266	Intestinal polyps	Intestinal Polyps	Case 6a: Found Exact With HP Annotator	CTD
MESH:D007562	http://purl.obolibrary.org/obo/DOID_11949	Creutzfeldt-Jakob syndrome	Creutzfeldt-Jakob Syndrome		CTD
MESH:D007690	http://purl.obolibrary.org/obo/DOID_898	polycystic kidney disease	Polycystic Kidney Diseases		CTD
MESH:D007738	http://purl.obolibrary.org/obo/HP_0002808	Kyphosis	Kyphosis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D007738	http://purl.obolibrary.org/obo/DOID_4667	kyphosis	Kyphosis		CTD
MESH:D007873	http://purl.obolibrary.org/obo/DOID_14415	Legg-Calve-Perthes Disease	Legg-Calve-Perthes Disease		CTD
MESH:D007877	http://purl.obolibrary.org/obo/DOID_10457	Legionnaires' disease	Legionnaires' Disease		CTD
MESH:D007888	http://purl.obolibrary.org/obo/DOID_3652	Leigh disease	Leigh Disease		CTD
MESH:D007926	http://purl.obolibrary.org/obo/DOID_1919	Lesch-Nyhan syndrome	Lesch-Nyhan Syndrome		CTD
MESH:D007964	http://purl.obolibrary.org/obo/HP_0001974	Leukocytosis	Leukocytosis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D008106	http://purl.obolibrary.org/obo/DOID_5082	liver cirrhosis	"Liver Cirrhosis, Experimental"		CTD
MESH:D008133	http://purl.obolibrary.org/obo/DOID_2843	long QT syndrome	Long QT Syndrome		CTD
MESH:D008178	http://purl.obolibrary.org/obo/DOID_0050169	cutaneous lupus erythematosus	Lupus Erythematosus, Cutaneous	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:D008224	http://purl.obolibrary.org/obo/DOID_0060058	lymphoma	Lymphoma, Follicular		CTD
MESH:D008265	http://purl.obolibrary.org/obo/HP_0000154	Wide mouth	Macrostomia	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D008375	http://purl.obolibrary.org/obo/DOID_9269	maple syrup urine disease	Maple Syrup Urine Disease		CTD
MESH:D008546	http://purl.obolibrary.org/obo/DOID_1909	melanoma	Melanoma, Experimental		CTD
MESH:D008556	http://purl.obolibrary.org/obo/DOID_1761	Melkersson-Rosenthal syndrome	Melkersson-Rosenthal Syndrome		CTD
MESH:D008585	http://purl.obolibrary.org/obo/DOID_9470	bacterial meningitis	"Meningitis, Meningococcal"		CTD
MESH:D008586	http://purl.obolibrary.org/obo/DOID_9470	bacterial meningitis	Meningitis, Pneumococcal		CTD
MESH:D008591	http://purl.obolibrary.org/obo/HP_0002475	Meningomyelocele	Meningomyelocele	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009084	http://purl.obolibrary.org/obo/DOID_12801	mucopolysaccharidosis III	Mucopolysaccharidosis III		CTD
MESH:D009085	http://purl.obolibrary.org/obo/DOID_12804	mucopolysaccharidosis IV	Mucopolysaccharidosis IV		CTD
MESH:D009101	http://purl.obolibrary.org/obo/DOID_9538	multiple myeloma	Multiple Myeloma		CTD
MESH:D009123	http://purl.obolibrary.org/obo/HP_0001252	Muscular hypotonia	Muscle Hypotonia	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D009127	http://purl.obolibrary.org/obo/HP_0002063	Rigidity	Muscle Rigidity	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D009128	http://purl.obolibrary.org/obo/HP_0001257	Spasticity	Muscle Spasticity	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D009188	http://purl.obolibrary.org/obo/DOID_322	myelitis	"Myelitis, Transverse"		CTD
MESH:D009202	http://purl.obolibrary.org/obo/DOID_0050700	cardiomyopathy	Cardiomyopathies	Case 5: Found Synonym With Disease Annotator Synonym	CTD
MESH:D009207	http://purl.obolibrary.org/obo/HP_0001336	Myoclonus	Myoclonus	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009221	http://purl.obolibrary.org/obo/DOID_668	myositis ossificans	Myositis Ossificans		CTD
MESH:D009222	http://purl.obolibrary.org/obo/HP_0002486	Myotonia	Myotonia	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009298	http://purl.obolibrary.org/obo/HP_0000462	Nasal polyps	Nasal Polyps	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009325	http://purl.obolibrary.org/obo/HP_0002018	Nausea	Nausea	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009444	http://purl.obolibrary.org/obo/DOID_1803	neuritis	"Neuritis, Autoimmune, Experimental"		CTD
MESH:D009506	http://purl.obolibrary.org/obo/HP_0003764	Nevus	Nevus	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009839	http://purl.obolibrary.org/obo/HP_0000876	Oligomenorrhea	Oligomenorrhea	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009846	http://purl.obolibrary.org/obo/HP_0100520	Oliguria	Oliguria	Case 6a: Found Exact With HP Annotator	CTD
MESH:D009914	http://purl.obolibrary.org/obo/DOID_5773	oral submucous fibrosis	Oral Submucous Fibrosis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D009999	http://purl.obolibrary.org/obo/HP_0011986	Ectopic ossification	Ossification, Heterotopic	Case 7a: Found Synonym With HP Annotator Synonym (keywords taken out)	CTD
MESH:D010003	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	Osteoarthritis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D010003	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	Osteoarthritis		CTD
MESH:D010014	http://purl.obolibrary.org/obo/HP_0002797	Osteolysis	Osteolysis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D010020	http://purl.obolibrary.org/obo/DOID_10159	osteonecrosis	Osteonecrosis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D010020	http://purl.obolibrary.org/obo/DOID_10159	osteonecrosis	Osteonecrosis		CTD
MESH:D010034	http://purl.obolibrary.org/obo/DOID_3697	acute transudative otitis media	Otitis Media with Effusion		CTD
MESH:D010048	http://purl.obolibrary.org/obo/HP_0000138	Ovarian cysts	Ovarian Cysts	Case 6a: Found Exact With HP Annotator	CTD
MESH:D010144	http://purl.obolibrary.org/obo/DOID_3443	mammary Paget's disease	Paget's Disease, Mammary		CTD
MESH:D010243	http://purl.obolibrary.org/obo/HP_0003470	Paralysis	Paralysis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D010292	http://purl.obolibrary.org/obo/HP_0003401	Paresthesia	Paresthesia	Case 6a: Found Exact With HP Annotator	CTD
MESH:D010438	http://purl.obolibrary.org/obo/DOID_750	peptic ulcer	Peptic Ulcer Hemorrhage		CTD
MESH:D010520	http://purl.obolibrary.org/obo/DOID_1474	aggressive periodontitis	Aggressive Periodontitis		CTD
MESH:D010538	http://purl.obolibrary.org/obo/DOID_8283	peritonitis	Peritonitis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D010538	http://purl.obolibrary.org/obo/DOID_8283	peritonitis	Peritonitis		CTD
MESH:D010580	http://purl.obolibrary.org/obo/DOID_3852	Peutz-Jeghers syndrome	Peutz-Jeghers Syndrome		CTD
MESH:D010673	http://purl.obolibrary.org/obo/HP_0002666	Pheochromocytoma	Pheochromocytoma	Case 6a: Found Exact With HP Annotator	CTD
MESH:D010998	http://purl.obolibrary.org/obo/DOID_10247	pleurisy	Pleurisy	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D011018	http://purl.obolibrary.org/obo/DOID_874	bacterial pneumonia	"Pneumonia, Pneumococcal"		CTD
MESH:D011019	http://purl.obolibrary.org/obo/DOID_874	bacterial pneumonia	"Pneumonia, Mycoplasma"		CTD
MESH:D011023	http://purl.obolibrary.org/obo/DOID_874	bacterial pneumonia	Pneumonia, Staphylococcal		CTD
MESH:D011085	http://purl.obolibrary.org/obo/DOID_11612	polycystic ovary syndrome	Polycystic Ovary Syndrome		CTD
MESH:D011141	http://purl.obolibrary.org/obo/HP_0000103	Polyuria	Polyuria	Case 6a: Found Exact With HP Annotator	CTD
MESH:D011218	http://purl.obolibrary.org/obo/DOID_11983	Prader-Willi syndrome	Prader-Willi Syndrome		CTD
MESH:D011537	http://purl.obolibrary.org/obo/HP_0000989	Pruritus	Pruritus	Case 6a: Found Exact With HP Annotator	CTD
MESH:D011628	http://purl.obolibrary.org/obo/HP_0000823	Delayed puberty	Puberty, Delayed	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:D011629	http://purl.obolibrary.org/obo/HP_0000826	Precocious puberty	Puberty, Precocious	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:D012127	http://purl.obolibrary.org/obo/DOID_12716	newborn respiratory distress syndrome	Respiratory Distress Syndrome, Newborn	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:D012130	http://purl.obolibrary.org/obo/DOID_0060056	hypersensitivity reaction disease	Respiratory Hypersensitivity		CTD
MESH:D012131	http://purl.obolibrary.org/obo/HP_0002093	Respiratory insufficiency	Respiratory Insufficiency	Case 6a: Found Exact With HP Annotator	CTD
MESH:D012148	http://purl.obolibrary.org/obo/DOID_0050425	restless legs syndrome	Restless Legs Syndrome		CTD
MESH:D012174	http://purl.obolibrary.org/obo/DOID_10584	retinitis pigmentosa	Retinitis Pigmentosa		CTD
MESH:D012206	http://purl.obolibrary.org/obo/HP_0003201	Rhabdomyolysis	Rhabdomyolysis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D012207	http://purl.obolibrary.org/obo/HP_0009730	Rhabdomyoma	Rhabdomyoma	Case 6a: Found Exact With HP Annotator	CTD
MESH:D012221	http://purl.obolibrary.org/obo/DOID_4481	allergic rhinitis	"Rhinitis, Allergic, Perennial"		CTD
MESH:D012415	http://purl.obolibrary.org/obo/DOID_1933	Rubinstein-Taybi syndrome	Rubinstein-Taybi Syndrome		CTD
MESH:D012497	http://purl.obolibrary.org/obo/DOID_3323	Sandhoff disease	Sandhoff Disease		CTD
MESH:D012513	http://purl.obolibrary.org/obo/DOID_1115	sarcoma	Sarcoma, Experimental		CTD
MESH:D012552	http://purl.obolibrary.org/obo/DOID_1395	schistosomiasis	Schistosomiasis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D012555	http://purl.obolibrary.org/obo/DOID_1395	schistosomiasis	Schistosomiasis mansoni		CTD
MESH:D012560	http://purl.obolibrary.org/obo/DOID_5419	schizophrenia	"Schizophrenia, Catatonic"		CTD
MESH:D012587	http://purl.obolibrary.org/obo/DOID_4297	scimitar syndrome	Scimitar Syndrome		CTD
MESH:D012600	http://purl.obolibrary.org/obo/HP_0002650	Scoliosis	Scoliosis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D012735	http://purl.obolibrary.org/obo/DOID_1876	sexual dysfunction	Sexual Dysfunction, Physiological		CTD
MESH:D012798	http://purl.obolibrary.org/obo/HP_0002307	Drooling	Sialorrhea	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D012852	http://purl.obolibrary.org/obo/DOID_0050127	sinusitis	Sinusitis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D012852	http://purl.obolibrary.org/obo/DOID_0050127	sinusitis	Sinusitis		CTD
MESH:D012883	http://purl.obolibrary.org/obo/HP_0200042	Skin ulcer	Skin Ulcer	Case 6a: Found Exact With HP Annotator	CTD
MESH:D013117	http://purl.obolibrary.org/obo/HP_0002176	Spinal cord compression	Spinal Cord Compression	Case 6a: Found Exact With HP Annotator	CTD
MESH:D013163	http://purl.obolibrary.org/obo/HP_0001744	Splenomegaly	Splenomegaly	Case 6a: Found Exact With HP Annotator	CTD
MESH:D013345	http://purl.obolibrary.org/obo/HP_0002138	Subarachnoid hemorrhage	Subarachnoid Hemorrhage	Case 6a: Found Exact With HP Annotator	CTD
MESH:D013375	http://purl.obolibrary.org/obo/DOID_0060001	withdrawal disorder	Substance Withdrawal Syndrome		CTD
MESH:D013610	http://purl.obolibrary.org/obo/HP_0001649	Tachycardia	Tachycardia	Case 6a: Found Exact With HP Annotator	CTD
MESH:D013616	http://purl.obolibrary.org/obo/HP_0011703	Sinus tachycardia	Tachycardia, Sinus	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:D013923	http://purl.obolibrary.org/obo/HP_0001907	Thromboembolism	Thromboembolism	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014012	http://purl.obolibrary.org/obo/HP_0000360	Tinnitus	Tinnitus	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014124	http://purl.obolibrary.org/obo/DOID_9965	toxoplasmosis	Toxoplasmosis, Animal		CTD
MESH:D014138	http://purl.obolibrary.org/obo/HP_0002575	Tracheoesophageal fistula	Tracheoesophageal Fistula	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014188	http://purl.obolibrary.org/obo/HP_0001669	Transposition of the great arteries	Transposition of Great Vessels	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D014202	http://purl.obolibrary.org/obo/HP_0001337	Tremor	Tremor	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014256	http://purl.obolibrary.org/obo/DOID_0050587	trichotillomania	Trichotillomania	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D014256	http://purl.obolibrary.org/obo/DOID_0050587	trichotillomania	Trichotillomania		CTD
MESH:D014313	http://purl.obolibrary.org/obo/HP_0000211	Trismus	Trismus	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014355	http://purl.obolibrary.org/obo/DOID_12140	Chagas disease	Chagas Disease		CTD
MESH:D014376	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	Tuberculosis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D014376	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	Tuberculosis		CTD
MESH:D014380	http://purl.obolibrary.org/obo/DOID_399	tuberculosis	Tuberculosis, Bovine		CTD
MESH:D014406	http://purl.obolibrary.org/obo/DOID_2123	tularemia	Tularemia		CTD
MESH:D014517	http://purl.obolibrary.org/obo/DOID_5199	ureteral obstruction	Ureteral Obstruction	Case 4a: Found Exact With Disease Annotator	CTD
MESH:D014552	http://purl.obolibrary.org/obo/HP_0000010	Recurrent urinary tract infections	Urinary Tract Infections	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D014564	http://purl.obolibrary.org/obo/HP_0000119	Abnormality of the genitourinary system	Urogenital Abnormalities	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D014693	http://purl.obolibrary.org/obo/HP_0001663	Ventricular fibrillation	Ventricular Fibrillation	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014802	http://purl.obolibrary.org/obo/HP_0004905	Vitamin A deficiency	Vitamin A Deficiency	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014806	http://purl.obolibrary.org/obo/DOID_0050731	vitamin B12 deficiency	Vitamin B 12 Deficiency		CTD
MESH:D014808	http://purl.obolibrary.org/obo/HP_0100512	Vitamin D deficiency	Vitamin D Deficiency	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014808	http://purl.obolibrary.org/obo/DOID_10574	vitamin D deficiency	Vitamin D Deficiency		CTD
MESH:D014811	http://purl.obolibrary.org/obo/HP_0100513	Vitamin E deficiency	Vitamin E Deficiency	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014839	http://purl.obolibrary.org/obo/HP_0002013	Vomiting	Vomiting	Case 6a: Found Exact With HP Annotator	CTD
MESH:D014898	http://purl.obolibrary.org/obo/DOID_5688	Werner syndrome	Werner Syndrome		CTD
MESH:D014923	http://purl.obolibrary.org/obo/DOID_9169	Wiskott-Aldrich syndrome	Wiskott-Aldrich Syndrome		CTD
MESH:D014927	http://purl.obolibrary.org/obo/DOID_384	Wolff-Parkinson-White syndrome	Wolff-Parkinson-White Syndrome		CTD
MESH:D014929	http://purl.obolibrary.org/obo/DOID_10632	Wolfram syndrome	Wolfram Syndrome		CTD
MESH:D015140	http://purl.obolibrary.org/obo/DOID_8725	vascular dementia	Dementia, Vascular	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:D015160	http://purl.obolibrary.org/obo/HP_0001789	Hydrops fetalis	Hydrops Fetalis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D015160	http://purl.obolibrary.org/obo/DOID_1097	hydrops fetalis	Hydrops Fetalis		CTD
MESH:D015207	http://purl.obolibrary.org/obo/DOID_8398	osteoarthritis	"Osteoarthritis, Hip"		CTD
MESH:D015211	http://purl.obolibrary.org/obo/DOID_905	Zellweger syndrome	Zellweger Syndrome		CTD
MESH:D015228	http://purl.obolibrary.org/obo/HP_0002155	Hypertriglyceridemia	Hypertriglyceridemia	Case 6a: Found Exact With HP Annotator	CTD
MESH:D015324	http://purl.obolibrary.org/obo/DOID_3651	pyruvate carboxylase deficiency disease	Pyruvate Carboxylase Deficiency Disease		CTD
MESH:D015431	http://purl.obolibrary.org/obo/HP_0001824	Weight loss	Weight Loss	Case 6a: Found Exact With HP Annotator	CTD
MESH:D015479	http://purl.obolibrary.org/obo/DOID_9119	acute myeloid leukemia	Leukemia, Myelomonocytic, Acute		CTD
MESH:D015508	http://purl.obolibrary.org/obo/HP_0001742	Nasal obstruction	Nasal Obstruction	Case 6a: Found Exact With HP Annotator	CTD
MESH:D015618	http://purl.obolibrary.org/obo/DOID_3405	histiocytosis	Histiocytosis, Sinus		CTD
MESH:D015624	http://purl.obolibrary.org/obo/DOID_0050214	Lambert-Eaton myasthenic syndrome	Lambert-Eaton Myasthenic Syndrome		CTD
MESH:D015663	http://purl.obolibrary.org/obo/DOID_11476	osteoporosis	"Osteoporosis, Postmenopausal"		CTD
MESH:D015746	http://purl.obolibrary.org/obo/HP_0002027	Abdominal pain	Abdominal Pain	Case 6a: Found Exact With HP Annotator	CTD
MESH:D015819	http://purl.obolibrary.org/obo/DOID_302	substance abuse	"Substance Abuse, Intravenous"		CTD
MESH:D015877	http://purl.obolibrary.org/obo/HP_0000616	Miosis	Miosis	Case 6a: Found Exact With HP Annotator	CTD
MESH:D016055	http://purl.obolibrary.org/obo/HP_0000016	Urinary retention	Urinary Retention	Case 6a: Found Exact With HP Annotator	CTD
MESH:D016110	http://purl.obolibrary.org/obo/DOID_4644	epidermolysis bullosa simplex	Epidermolysis Bullosa Simplex		CTD
MESH:D016113	http://purl.obolibrary.org/obo/DOID_1699	congenital ichthyosiform erythroderma	"Ichthyosiform Erythroderma, Congenital"		CTD
MESH:D016115	http://purl.obolibrary.org/obo/DOID_0050632	oculocutaneous albinism	Albinism, Oculocutaneous	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:D016137	http://purl.obolibrary.org/obo/DOID_0080016	spina bifida	Spina Bifida Cystica		CTD
MESH:D016171	http://purl.obolibrary.org/obo/HP_0001664	Torsade de pointes	Torsades de Pointes	Case 7a: Found Synonym With HP Annotator Synonym	CTD
MESH:D016393	http://purl.obolibrary.org/obo/DOID_707	B-cell lymphocytic neoplasm	"Lymphoma, B-Cell"		CTD
MESH:D016399	http://purl.obolibrary.org/obo/DOID_0050743	mature T-cell and NK-cell neoplasm	Lymphoma, T-Cell		CTD
MESH:D016403	http://purl.obolibrary.org/obo/DOID_0050745	diffuse large B-cell lymphoma	"Lymphoma, Large B-Cell, Diffuse"		CTD
MESH:D016410	http://purl.obolibrary.org/obo/DOID_0050743	mature T-cell and NK-cell neoplasm	Lymphoma, T-Cell, Cutaneous		CTD
MESH:D016471	http://purl.obolibrary.org/obo/DOID_5425	ovarian hyperstimulation syndrome	Ovarian Hyperstimulation Syndrome		CTD
MESH:D016483	http://purl.obolibrary.org/obo/DOID_0060058	lymphoma	Lymphoma, AIDS-Related		CTD
MESH:D016518	http://purl.obolibrary.org/obo/DOID_8712	neurofibromatosis	Neurofibromatosis 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:D016532	http://purl.obolibrary.org/obo/DOID_12799	mucopolysaccharidosis II	Mucopolysaccharidosis II		CTD
MESH:D016535	http://purl.obolibrary.org/obo/DOID_2841	asthma	Bronchial Hyperreactivity	Case 5a: Found Synonym With Disease Annotator Synonym	CTD
