# Expression data file generated by Gemma on 02/05/2009
# shortName=GSE59
# name=Human cancer cell lines
# Experiment details: http://chibi.ubc.ca/Gemma/expressionExperiment/showExpressionExperiment.html?id=452
# If you use this file for your research, please cite the Gemma web site: http://chibi.ubc.ca/Gemma
Probe	GeneSymbol	GeneName	GSE59_bioMaterial_68___K.562(CL7005)LEUKEMIA	GSE59_bioMaterial_67___HL.60(CL7008)LEUKEMIA	GSE59_bioMaterial_66___OVCAR.4(CL6002)OVARIAN	GSE59_bioMaterial_7___HCT.15_CL4015__COLON	GSE59_bioMaterial_6___HCC.2998(CL4002)COLON	GSE59_bioMaterial_3___COLO205_CL4010_COLON	GSE59_bioMaterial_2___SW.620_CL4009_COLON	GSE59_bioMaterial_1___HT.29___CL4001__COLON	GSE59_bioMaterial_5___KM12__CL4017_COLON	GSE59_bioMaterial_4___HCT.116_CL4003_COLON	GSE59_bioMaterial_8___ADR.RES_CL5002_UNKNOWN	GSE59_bioMaterial_11___K562A.repro	GSE59_bioMaterial_10___K562B.repro	GSE59_bioMaterial_14___SR_CL7019__LEUKEMIA	GSE59_bioMaterial_9___MOLT.4_CL7006_LEUKEMIA	GSE59_bioMaterial_12___CCRF.CEM_CL7003_LEUKEMIA	GSE59_bioMaterial_13___RPMI.8226_CL7010__LEUKEMIA	GSE59_bioMaterial_17___OVCAR.8_CL6005_OVARIAN	GSE59_bioMaterial_16___OVCAR.5_CL6003_OVARIAN	GSE59_bioMaterial_15___OVCAR.3_CL6001_OVARIAN	GSE59_bioMaterial_19___IGROV1_CL6010_OVARIAN	GSE59_bioMaterial_18___SK.OV.3_CL6011_OVARIAN	GSE59_bioMaterial_20___DU.145_CL11003_PROSTATE	GSE59_bioMaterial_21___SK.MEL.28_CL10008_MELANOMA	GSE59_bioMaterial_23___SK.MEL.5_CL10007_MELANOMA	GSE59_bioMaterial_27___SK.MEL.2_CL10005_MELANOMA	GSE59_bioMaterial_22___UACC.257CL10021_MELANOMA	GSE59_bioMaterial_24___MALME.3M_CL10002_MELANOMA	GSE59_bioMaterial_25___M.14_CL10014_MELANOMA	GSE59_bioMaterial_26___UACC.62_CL10020_MELANOMA	GSE59_bioMaterial_28___NCI.H23_CL1001__NSCLC	GSE59_bioMaterial_34___A549_CL1004__NSCLC	GSE59_bioMaterial_32___HOP.62_CL1026_NSCLC	GSE59_bioMaterial_36___NCI.H322_CL1017_NSCLC	GSE59_bioMaterial_33___NCI.H460_CL1021_NSCLC	GSE59_bioMaterial_31___NCI.H522_CL1003__NSCLC	GSE59_bioMaterial_29___EKVX__CL1008_NSCLC	GSE59_bioMaterial_35___HOP.92__CL1029_NSCLC	GSE59_bioMaterial_30___NCI.H226_CL1013__NSCLC	GSE59_bioMaterial_39___SF.295_CL12015_CNS	GSE59_bioMaterial_37___SNB.19_CL12002_CNS	GSE59_bioMaterial_38___SF.539__CL12016_CNS	GSE59_bioMaterial_41___U251_CL12009_CNS	GSE59_bioMaterial_40___SF.268__CL12014_CNS	GSE59_bioMaterial_48___BT.549_CL5013_BREAST	GSE59_bioMaterial_52___BreastTumor16XNCIreference	GSE59_bioMaterial_44___MDA.N_CL5012__BREAST	GSE59_bioMaterial_47___MCF7_CL5001__BREAST	GSE59_bioMaterial_49___BC2LymphNodeXNCIreference	GSE59_bioMaterial_53___MDA.MB.231_CL5005__BREAST	GSE59_bioMaterial_43___MCF7D.repro	GSE59_bioMaterial_42___BreastTumor2XNCIreference	GSE59_bioMaterial_51___MDA.MB.435_CL5011__BREAST	GSE59_bioMaterial_45___MCF7A.repro	GSE59_bioMaterial_46___T.47D__CL5014__BREAST	GSE59_bioMaterial_50___HS_578T_CL5006__BREAST	GSE59_bioMaterial_55___786.0__CL9018_RENAL	GSE59_bioMaterial_61___A498_CL9013_RENAL	GSE59_bioMaterial_57___RXF.393_CL9016__RENAL	GSE59_bioMaterial_58___UO.31_CL9004__RENAL	GSE59_bioMaterial_60___SNB.75_CL12005_RENAL	GSE59_bioMaterial_54___TK.10_CL9024_RENAL	GSE59_bioMaterial_62___SN12C_CL9008__RENAL	GSE59_bioMaterial_56___ACHN_CL9023_RENAL	GSE59_bioMaterial_59___CAKI.1(CL9015)RENAL	GSE59_bioMaterial_63___NormalBreast	GSE59_bioMaterial_64___LOXIMVI(CL10001)MELANOMA	GSE59_bioMaterial_65___PC.3(CL11001)PROSTATE
5343	PKP4	plakophilin 4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5344	shurawbu.aApr07-unspliced		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5345	TNIK|KIAA0551	TRAF2 and NCK interacting kinase|	-1.478	-0.407	-0.139	-1.178	-0.725	-1.226	-2.227	-0.756	-1.172	-0.779	-0.139	-1.086	-0.747	-0.338	-2.463	-1.751	-0.671	-0.193	1.645	0.169	0.302	-0.447	-0.359	0.934	-1.113	0.361	-0.391	0.216	0.047	1.001	1.062	NaN	0.486	0.364	-0.151	-0.563	0.265	-0.693	1.106	0.132	-0.323	-0.322	-0.175	-1.547	-0.272	0.217	-0.771	-1.666	0.379	-1.024	-1.094	0.381	-0.805	-1.588	-0.854	0.676	0.215	0.267	0.633	0.207	0.644	0.478	-0.649	-0.136	0.207	0.233	-0.083	-0.512	
5346	MS4A8B	membrane-spanning 4-domains, subfamily A, member 8B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.883	NaN	NaN	NaN	NaN	NaN	NaN	
5347	DKFZp434B1272|GPR133	|G protein-coupled receptor 133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5348	YIPF4	Yip1 domain family, member 4	0.235	-0.106	0.201	-0.166	0.298	-0.037	-0.162	-0.074	0.127	0.067	0.689	0.456	NaN	-0.039	-0.262	-0.776	NaN	0.61	0.559	NaN	-0.47	NaN	0.12	1.188	0.465	0.321	-0.0020	0.767	-0.068	0.666	0.599	NaN	-0.084	0.494	NaN	1.026	-0.0040	NaN	0.552	NaN	0.211	0.123	-0.278	-0.618	-0.628	0.191	0.13	0.084	NaN	0.367	0.048	0.951	0.149	0.595	NaN	0.34	-0.607	NaN	-0.311	-0.15	0.194	-0.532	0.349	0.483	-0.117	NaN	NaN	NaN	
5349	smuda.aApr07-unspliced		NaN	NaN	NaN	NaN	0.968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.216	NaN	NaN	NaN	
535	SDK1	sidekick homolog 1, cell adhesion molecule (chicken)	0.14	-0.372	-0.233	-0.243	-0.364	0.481	0.067	-0.226	-0.214	-0.162	0.025	0.14	0.195	0.701	0.644	0.495	-0.497	0.045	-0.146	NaN	-0.239	-0.129	0.074	0.057	-0.208	0.419	0.104	-0.028	0.08	0.245	0.814	0.011	0.186	-0.021	-0.711	0.54	0.038	-0.452	-0.084	-0.022	-0.023	0.24	0.011	0.033	-0.231	-0.742	0.484	0.334	-1.144	-0.431	0.519	-1.014	0.554	0.162	0.251	-0.287	-0.347	-0.352	-0.248	-0.361	-0.349	0.058	-0.312	-0.431	-0.167	-0.355	0.032	0.347	
5350	CHM	choroideremia (Rab escort protein 1)	-1.069	NaN	0.484	-0.13	0.807	-0.105	1.009	NaN	-0.086	0.018	-0.371	NaN	NaN	NaN	NaN	0.848	NaN	-0.483	0.263	0.259	NaN	NaN	-0.153	0.447	-0.17	0.845	NaN	0.842	1.233	0.621	0.353	NaN	-0.052	0.452	NaN	-0.213	NaN	0.277	-0.516	NaN	NaN	NaN	0.995	-1.658	-0.274	NaN	0.755	-1.539	NaN	NaN	NaN	NaN	0.616	-0.844	NaN	NaN	NaN	0.811	-0.034	0.011	1.039	0.221	NaN	-0.387	0.231	NaN	NaN	NaN	
5351			0.046	0.163	0.726	-0.318	0.52	-0.851	0.076	0.08	0.371	-0.07	-0.143	0.175	-0.038	0.189	-0.152	0.698	0.555	-0.061	-0.171	0.231	0.278	-0.069	-0.603	-0.062	-1.143	0.743	-0.562	-0.25	0.37	-1.054	0.134	NaN	-0.565	0.452	NaN	-0.08	-0.0020	0.029	0.266	NaN	-0.655	-0.64	-0.761	-1.744	-0.494	0.307	0.345	0.0090	NaN	NaN	0.103	-0.053	0.0080	0.137	-0.189	-0.95	-0.158	0.092	-0.132	-0.124	-0.211	0.826	-0.19	-0.414	0.18	-0.093	NaN	NaN	
5352	graf-2|ARHGAP10	|Rho GTPase activating protein 10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5353	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	-0.323	NaN	-1.135	-0.567	NaN	-0.711	-0.498	NaN	-1.102	0.222	0.376	-0.488	NaN	-0.614	-0.064	-0.254	NaN	0.074	-0.663	-0.141	NaN	NaN	-0.794	-2.268	-0.402	-1.577	NaN	NaN	NaN	-1.725	-0.107	NaN	-0.409	NaN	NaN	0.304	NaN	-0.8	NaN	NaN	-0.321	NaN	-0.828	-1.47	-1.661	0.336	-1.649	2.808	NaN	NaN	2.355	0.147	NaN	2.722	-0.056	NaN	NaN	NaN	-2.138	-0.981	NaN	-1.04	NaN	-0.619	-0.334	NaN	NaN	NaN	
5354	SLC41A2	solute carrier family 41, member 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.945	NaN	NaN	1.711	NaN	NaN	1.34	NaN	NaN	NaN	
5355	PSG3|PSG2|PSG1|PSG7|PSG11|PSG4	pregnancy specific beta-1-glycoprotein 3|pregnancy specific beta-1-glycoprotein 2|pregnancy specific beta-1-glycoprotein 1|pregnancy specific beta-1-glycoprotein 7|pregnancy specific beta-1-glycoprotein 11|pregnancy specific beta-1-glycoprotein 4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5356	MOCS1	molybdenum cofactor synthesis 1	NaN	0.406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.538	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5357	KIAA1018|MTMR15	|myotubularin related protein 15	NaN	1.047	NaN	NaN	NaN	NaN	0.891	NaN	NaN	NaN	-0.022	NaN	NaN	0.77	NaN	NaN	NaN	NaN	0.662	NaN	NaN	NaN	0.512	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.312	NaN	NaN	NaN	0.498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.71	NaN	NaN	NaN	0.021	NaN	NaN	NaN	NaN	NaN	0.641	
5358	CSF3R	colony stimulating factor 3 receptor (granulocyte)	NaN	1.652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.531	NaN	NaN	NaN	NaN	NaN	0.548	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5359	EPC2	enhancer of polycomb homolog 2 (Drosophila)	NaN	0.849	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.51	NaN	NaN	NaN	NaN	NaN	0.954	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
536	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5360	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	NaN	-0.952	1.251	1.192	1.405	NaN	NaN	2.087	1.372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.888	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.145	NaN	NaN	NaN	NaN	1.325	NaN	NaN	1.375	NaN	NaN	2.034	1.989	NaN	NaN	NaN	NaN	NaN	NaN	0.112	NaN	-0.613	NaN	NaN	NaN	0.508	
5361	VCP	valosin-containing protein	-0.199	0.106	-0.468	-0.251	0.051	-0.127	-0.435	0.292	-0.938	-0.352	0.093	-0.045	-0.525	0.128	-0.036	-0.112	-0.211	-0.276	-0.44	-0.109	-0.126	0.722	0.856	0.15	-0.187	-0.168	-0.314	-0.024	0.507	0.052	0.415	NaN	0.147	0.118	0.209	0.068	-0.018	0.245	-0.524	0.257	0.567	0.729	1.124	0.314	0.549	-0.458	-0.097	-0.211	NaN	0.276	0.073	NaN	0.03	-0.023	0.336	-0.189	0.274	0.403	-0.252	0.125	0.794	-0.855	-0.077	-0.817	-0.103	-0.523	0.208	0.427	
5362	DSE	dermatan sulfate epimerase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5363	BCYRN1|KIAA0998|TTLL5	brain cytoplasmic RNA 1 (non-protein coding)||tubulin tyrosine ligase-like family, member 5	-0.86	0.277	0.631	0.0030	0.024	0.443	0.363	NaN	-0.345	-0.359	0.101	NaN	NaN	-0.128	NaN	NaN	NaN	0.255	0.452	NaN	NaN	NaN	0.296	-0.07	0.238	1.025	NaN	NaN	NaN	-0.317	0.19	NaN	0.354	0.216	NaN	-0.206	NaN	0.424	-0.744	NaN	NaN	NaN	0.057	-1.038	0.358	0.115	0.548	0.773	NaN	0.475	1.059	NaN	0.544	0.919	0.794	NaN	-0.155	NaN	-0.174	0.435	0.393	-0.096	-0.221	-0.49	NaN	NaN	NaN	0.695	
5364	BCAS3	breast carcinoma amplified sequence 3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5365	BIRC6	baculoviral IAP repeat-containing 6	-0.091	0.489	0.157	0.213	-0.087	-0.058	0.047	0.168	-0.385	0.039	0.067	-0.096	NaN	-0.433	-0.022	0.395	NaN	0.611	0.449	-0.579	-0.116	0.882	-0.316	0.252	-0.219	-0.094	-0.0020	-0.116	0.037	-0.58	0.635	NaN	-0.14	0.306	-0.0060	-0.26	-0.381	-0.891	-0.17	NaN	-0.272	-0.362	-0.799	-1.697	-1.411	0.601	-0.305	0.047	NaN	-0.957	-0.067	0.172	-0.357	0.109	-0.788	-0.359	-0.523	-0.314	-0.964	-0.467	0.136	-0.153	-1.079	-0.052	-0.746	0.19	0.417	0.03	
5366	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	-0.32	0.204	NaN	0.146	-1.524	NaN	-0.146	NaN	NaN	NaN	-0.439	NaN	NaN	NaN	NaN	0.814	NaN	-0.649	0.681	NaN	NaN	NaN	0.153	1.435	0.514	NaN	0.856	NaN	NaN	0.227	0.43	NaN	0.294	0.364	NaN	0.928	NaN	0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0060	0.809	0.664	NaN	NaN	0.67	NaN	0.57	0.681	0.311	NaN	NaN	NaN	-0.425	NaN	NaN	0.467	NaN	0.046	-0.236	NaN	NaN	0.729	
5367	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase	-1.346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.033	NaN	NaN	NaN	0.634	NaN	NaN	NaN	NaN	0.271	NaN	NaN	0.262	NaN	0.637	NaN	NaN	NaN	NaN	0.147	0.201	NaN	0.323	NaN	NaN	0.899	1.757	NaN	0.691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.768	NaN	NaN	NaN	0.416	0.354	NaN	NaN	NaN	-0.571	0.891	NaN	NaN	NaN	
5368	IMAGE:137318.par.8.58145899.58146237|CYP24A1|BCAS1|SUMO1P1|PFDN4|LOC391257	|cytochrome P450, family 24, subfamily A, polypeptide 1|breast carcinoma amplified sequence 1|SUMO1 pseudogene 1|prefoldin subunit 4|	-3.388	-2.33	-0.441	-1.879	-1.602	-1.325	-2.731	NaN	1.706	-1.269	1.06	NaN	NaN	-3.842	-3.789	NaN	-3.041	3.113	-0.918	-2.722	1.091	2.773	-0.632	-2.521	-3.582	NaN	-2.439	-2.995	-2.017	-3.654	-3.567	NaN	1.238	1.556	NaN	-2.96	-1.023	1.45	2.485	1.015	-1.118	-2.869	-0.119	0.5	-3.737	NaN	-4.195	-4.124	NaN	2.937	NaN	NaN	-4.757	-2.916	-2.724	1.875	-1.924	-2.116	1.126	-3.445	-0.416	-1.183	-2.574	-3.356	-2.587	NaN	NaN	-2.42	
5369	blujo.aApr07		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
537	RYBP	RING1 and YY1 binding protein	-0.127	-0.238	0.721	0.183	NaN	-0.861	-0.437	-0.342	0.704	-0.182	-0.442	0.158	0.39	0.936	0.084	0.533	NaN	0.121	-0.127	NaN	-0.333	0.464	-0.018	1.487	-0.163	0.403	0.846	0.114	0.75	0.536	0.055	-0.188	0.335	0.412	-1.109	0.03	-0.286	-0.887	-0.373	0.0050	0.658	0.331	-0.143	NaN	0.051	0.29	0.596	0.242	0.369	-0.422	0.572	0.435	0.521	0.577	-0.012	0.069	0.882	-0.542	0.126	0.457	0.585	1.226	-1.076	0.158	NaN	1.042	-0.208	-0.149	
5370	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5371	RASAL2.iApr07-unspliced|pabu.aApr07	|	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5372	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	0.112	0.836	-0.354	-0.081	0.705	0.231	0.028	0.816	-0.31	-0.111	-0.249	-0.041	NaN	0.537	0.298	0.38	0.675	-0.207	-0.369	NaN	NaN	NaN	0.334	1.038	-0.607	0.455	1.225	0.519	1.752	0.47	-0.365	NaN	0.586	0.218	1.393	-0.599	0.839	0.022	-0.573	NaN	0.747	-0.139	0.92	-0.782	-0.62	NaN	0.223	-0.588	NaN	-0.878	-0.718	NaN	-0.17	-0.652	-0.874	-0.022	-0.135	0.274	-0.317	-0.899	0.452	0.957	-0.203	-0.696	-0.824	NaN	0.03	1.013	
5373	ADORA3	adenosine A3 receptor	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5374	FP504|hCG_25025|MEG3	||maternally expressed 3 (non-protein coding)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5375	NDNL2|KIAA0574	necdin-like 2|KIAA0574 protein	0.447	0.47	NaN	0.289	NaN	0.334	0.047	NaN	NaN	0.504	0.267	0.25	NaN	0.73	0.629	0.585	NaN	-0.219	0.707	0.202	0.555	NaN	0.749	-0.173	0.345	0.184	0.742	1.071	0.315	0.324	1.18	NaN	0.346	-0.184	0.777	0.563	0.987	NaN	-0.431	NaN	0.381	NaN	-0.288	0.249	-0.777	-0.481	0.026	-0.751	NaN	NaN	NaN	NaN	-0.043	-0.588	-0.322	NaN	0.212	0.132	0.214	0.151	0.213	0.019	-0.068	0.085	-0.05	NaN	NaN	0.614	
5376			-2.122	-2.539	2.218	-2.719	NaN	NaN	-3.593	NaN	-3.183	-1.26	-2.387	NaN	NaN	2.829	NaN	-3.564	NaN	-2.307	-1.898	NaN	NaN	NaN	-1.323	-3.956	-4.405	-1.955	NaN	NaN	NaN	-1.276	-1.772	NaN	NaN	-1.058	NaN	-2.172	NaN	-2.193	-0.779	NaN	NaN	NaN	NaN	-2.631	-0.046	0.724	-4.248	-3.224	NaN	-3.194	NaN	1.093	-5.304	-2.647	-1.048	0.583	0.055	-0.224	0.331	NaN	1.225	-0.217	-1.417	-1.501	NaN	2.246	NaN	NaN	
